function_name,file_path,module,line_number,signature,doc_comment,doc_first_line,semantic_category
kmo_interpretation,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/kmo.R,app/logic/pca,162,function(kmo),"#' Get interpretation text for a KMO value
#'
#' Uses Kaiser's classification scale.
#'
#' @param kmo Numeric KMO value
#' @return Character interpretation label
#' @export",Get interpretation text for a KMO value,"export, transformation"
kmo_badge_class,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/kmo.R,app/logic/pca,177,function(kmo),"#' Get Bootstrap badge CSS class for a KMO value
#'
#' @param kmo Numeric KMO value
#' @return Character CSS class string
#' @export",Get Bootstrap badge CSS class for a KMO value,export
diagnose_kmo_issues,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/kmo.R,app/logic/pca,188,"function(data, individual_msa = NULL)",NA,NA,undocumented
analyse_na,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/na_handling.R,app/logic/pca,24,"function(data, measurement_cols)","#' Analyse NA distribution in measurement columns
#'
#' Returns per-column NA counts and percentages for the selected
#' measurement columns. This information is shown to the user
#' before row removal so they can decide whether to deselect
#' columns with many NAs.
#'
#' @param data Data frame
#' @param measurement_cols Character vector of measurement column names
#' @return Data frame with columns: column, na_count, na_percent,
#'   sorted by na_count descending. Only includes columns that
#'   have at least one NA.
#' @export",Analyse NA distribution in measurement columns,"export, filtering, formatting"
clean_na_rows,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/na_handling.R,app/logic/pca,70,NA,"#' Remove rows with NAs in measurement columns only
#'
#' Removes rows where any of the selected measurement columns
#' contain NA. Metadata columns are ignored for row removal
#' but their NA distribution is reported for user awareness.
#'
#' @param data Data frame (full, including metadata columns)
#' @param measurement_cols Character vector of measurement column names
#' @param meta_cols Character vector of descriptive column names
#'   (optional). NAs in these columns are reported but do not
#'   trigger row removal.
#' @return List with:
#'   - $data: cleaned data frame (all columns preserved)
#'   - $rows_before: integer, original row count
#'   - $rows_after: integer, row count after removal
#'   - $rows_removed: integer, number of rows removed
#'   - $na_summary: data frame from analyse_na (measurement cols)
#'   - $meta_na_summary: data frame from analyse_na (descriptive cols)
#' @export",Remove rows with NAs in measurement columns only,"export, filtering, data_prep"
calculate_optimal_components,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/optimal_components.R,app/logic/pca,26,"function(data, scale = TRUE)","#' Calculate optimal number of components using multiple methods
#'
#' Computes eigenvalues from the correlation matrix, then applies
#' Kaiser criterion, elbow detection, and parallel analysis to
#' recommend how many components to retain.
#'
#' @param data Data frame with numeric columns (already prepared/scaled)
#' @param scale Logical, whether data was scaled (affects interpretation)
#' @return List with eigenvalues, methods results, and summary,
#'   or a structured error on failure
#' @export",Calculate optimal number of components using multiple methods,"computation, export, transformation, error_handling, data_prep"
detect_elbow,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/optimal_components.R,app/logic/pca,154,function(eigenvalues),"#' Detect elbow point in eigenvalue sequence
#'
#' Uses second derivative (curvature) to find the elbow.
#'
#' @param eigenvalues Numeric vector of eigenvalues
#' @return List with ncp (elbow position)",Detect elbow point in eigenvalue sequence,other
compute_parallel_analysis,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/optimal_components.R,app/logic/pca,187,"function(data, n_iter = 100)","#' Compute parallel analysis (Horn's method)
#'
#' Generates random data and computes eigenvalues to establish
#' a baseline. Components with observed eigenvalues exceeding
#' the 95th percentile of random eigenvalues are retained.
#'
#' @param data Data frame with numeric columns
#' @param n_iter Number of random iterations
#' @return List with ncp and random eigenvalues (95th percentile)",Compute parallel analysis (Horn's method),computation
optimal_components_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/optimal_components.R,app/logic/pca,233,NA,"#' Error parser for optimal components estimation
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for optimal components estimation,"export, error_handling"
validate_inputs,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca.R,app/logic/pca,20,"function(columns, data)","#' Validate inputs before PCA computation
#' @param columns Character vector of selected column names
#' @param data Data frame to validate against
#' @return List with $valid (logical) and $error (app_error or NULL)
#' @export",Validate inputs before PCA computation,"validation, export, filtering, error_handling"
run_pca,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca.R,app/logic/pca,78,NA,"#' Run PCA using stats::prcomp
#'
#' Data is assumed to be already cleaned (no NAs). Centering
#' and scaling are handled by prcomp() via the center and
#' scale. arguments. Computes eigenvalues, variable coordinates
#' / contributions / cos2, and individual coordinates /
#' contributions / cos2. The returned structure mirrors
#' FactoMineR::PCA output so that downstream renderers work
#' with the same shape.
#'
#' @param data Data frame (full, may include metadata columns)
#' @param columns Character vector of measurement column names
#' @param meta_cols Character vector of metadata column names
#'   (optional). When provided, the metadata is attached to the
#'   result as $ind$meta and used to label individual rows.
#' @param ncp Number of components to retain. NULL (default)
#'   retains all feasible components. The full result is always
#'   stored; downstream renderers use a separate display_ncp
#'   to limit what is shown in the UI.
#' @param center Logical, whether to center variables before
#'   PCA. Default FALSE for backward compatibility.
#' @param scale. Logical, whether to scale variables to unit
#'   variance before PCA. Default FALSE.
#' @return List with $success, $result or $error.
#'   $result contains $eig, $var, $ind, $ncp, $call_info.
#' @export",Run PCA using stats::prcomp,"computation, export, transformation, error_handling, formatting, data_prep"
pca_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca.R,app/logic/pca,139,NA,"#' Error parser for PCA-specific errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for PCA-specific errors,"export, error_handling"
build_pca_result,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca.R,app/logic/pca,191,"function(pca_obj, ncp, n, p)","#' Build the structured PCA result from a prcomp object
#'
#' @param pca_obj prcomp result
#' @param ncp Number of components to retain
#' @param n Number of observations
#' @param p Number of variables
#' @return List with $eig, $var, $ind, $ncp, $call_info
#' @export",Build the structured PCA result from a prcomp object,export
build_ind_meta,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca.R,app/logic/pca,303,"function(data, meta_cols, n)","#' Build metadata data frame for individuals
#'
#' Extracts selected metadata columns from the original data,
#' aligned with the rows used in PCA. Returns a data frame
#' with one row per individual. If no metadata columns are
#' selected, returns a data frame with a single ""Row"" column
#' containing row numbers.
#'
#' @param data Full data frame (including metadata columns)
#' @param meta_cols Character vector of metadata column names
#' @param n Number of rows (for fallback labels)
#' @return Data frame with metadata or row numbers
#' @export",Build metadata data frame for individuals,"export, filtering"
apply_row_labels,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca.R,app/logic/pca,333,"function(result, meta)","#' Apply row labels from metadata to individual result matrices
#'
#' Sets rownames on ind$coord, ind$contrib, and ind$cos2 using
#' a composite label built from metadata columns. If labels are
#' not unique, appends a row number suffix.
#'
#' @param result PCA result list (modified in place via reference)
#' @param meta Data frame from build_ind_meta
#' @return The modified result (invisibly)",Apply row labels from metadata to individual result matrices,other
create_pca_excel,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca_export.R,app/logic/pca,26,"function(pca_result, file)","#' Export PCA results to a formatted Excel workbook
#'
#' Creates a multi-sheet Excel file with eigenvalues, variable
#' coordinates / contributions / cos2, and individual coordinates /
#' contributions / cos2.
#'
#' @param pca_result PCA result list from run_pca()
#'   (the $result field, not the wrapper)
#' @param file Path to save the Excel file
#' @return NULL (side effect: writes file)
#' @export",Export PCA results to a formatted Excel workbook,"computation, export, formatting"
create_pca_bundle,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca_export.R,app/logic/pca,110,NA,"#' Create a standardized RDS bundle for PCA export
#'
#' Builds the named list that the prediction module
#' expects when loading a PCA .rds file.
#'
#' @param pca_result PCA result list from run_pca()
#'   (the $result field, not the wrapper)
#' @param raw_data Data frame, original data before
#'   any transforms
#' @param used_data Data frame, data actually passed
#'   to prcomp (after transform + NA removal)
#' @param numeric_cols Character vector of measurement
#'   column names
#' @param meta_cols Character vector of metadata column
#'   names
#' @param transform_params List of per-column transform
#'   param lists (from transform_skewed), or empty list
#' @param settings List with skewness_correction,
#'   scale_method, etc.
#' @return Named list (the bundle)
#' @export",Create a standardized RDS bundle for PCA export,"computation, export, transformation"
matrix_to_df,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca_export.R,app/logic/pca,143,"function(mat, row_label = ""Item"")",NA,NA,undocumented
ind_matrix_to_df,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca_export.R,app/logic/pca,151,"function(mat, meta)",NA,NA,undocumented
add_sheet,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/pca_export.R,app/logic/pca,167,"function(wb, sheet_name, data)",NA,NA,undocumented
scale_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/scaling.R,app/logic/pca,27,NA,"#' Scale measurement columns using z-score standardization
#'
#' Applies centering (mean = 0) and scaling (SD = 1) to the
#' selected measurement columns. Non-measurement columns are
#' left untouched. Wrapped in safe_execute for consistent
#' error handling.
#'
#' @param data Data frame (full, including metadata columns)
#' @param measurement_cols Character vector of measurement column names
#' @param center Logical, whether to center (subtract mean). Default TRUE.
#' @param scale Logical, whether to scale (divide by SD). Default TRUE.
#' @return List with $success, $result (scaled data frame) or $error
#' @export",Scale measurement columns using z-score standardization,"computation, export, transformation, filtering, error_handling"
scaling_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/scaling.R,app/logic/pca,71,NA,"#' Error parser for scaling-specific errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for scaling-specific errors,"export, error_handling"
create_var_contrib_jitter_plot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/var_contrib_jitter.R,app/logic/pca,34,NA,"#' Create a faceted strip plot of variable contributions per dimension
#'
#' Each dimension is a facet with independent Y-axis (contribution %).
#' Points colored by cos2 (viridis), labeled with ggrepel.
#'
#' For high-dimensional data (20+ variables):
#' - Variables with cos2 < 0.2 are filtered out per dimension
#' - Dimensions where no variable survives the filter are dropped
#' - Facet strips annotated with surviving variable count
#' - Y-axis starts from data minimum (not 0) to maximize spread
#'
#' @param pca_result PCA result list (the $result field from run_pca)
#' @param display_ncp Integer, number of dimensions to show
#' @param show_title Logical, whether to show the plot title
#' @param cos2_threshold Numeric, cos2 cutoff for high-dim filtering
#' @return List with $success, $result (ggplot) or $error
#' @export",Create a faceted strip plot of variable contributions per dimension,"computation, plotting, export, filtering, error_handling, formatting"
var_contrib_jitter_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/var_contrib_jitter.R,app/logic/pca,299,NA,"#' Error parser for variable contribution jitter plot errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for variable contribution jitter plot errors,"plotting, export, error_handling"
select_label_vars,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/var_contrib_jitter.R,app/logic/pca,337,"function(df, n_vars, n_dims)","#' Select which variables get labels per dimension
#'
#' Strategy:
#' - <= 10 variables: label all
#' - > 10: per dimension, label variables whose contribution
#'   exceeds the expected average AND cos2 >= 0.1
#'   (at least top 3 per dim, at most 10)",Select which variables get labels per dimension,filtering
jitter_theme,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/var_contrib_jitter.R,app/logic/pca,380,function(),#' Theme for the faceted jitter plot,Theme for the faceted jitter plot,plotting
check_normality,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/assumption_checks.R,app/logic/plotting,24,NA,"#' Check normality via Shapiro-Wilk test per group
#'
#' Runs Shapiro-Wilk on each group defined by the interaction term,
#' excluding outlier- and trimmed-flagged rows.
#'
#' @param data Data frame
#' @param measure_col Character, measurement column name
#' @param group_col Factor vector (same length as nrow(data)) defining groups
#' @param outlier_col Character, name of the logical outlier flag column
#'   (optional, defaults to ""{measure_col}_outlier"")
#' @param trimmed_col Character, name of the logical trimmed flag column
#'   (optional, defaults to ""{measure_col}_trimmed"")
#' @return Data frame with columns: group, n, W, p_value, normal
#' @export",Check normality via Shapiro-Wilk test per group,"validation, computation, export, statistical"
check_normality_residuals,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/assumption_checks.R,app/logic/plotting,83,NA,"#' Check normality of residuals via Shapiro-Wilk test
#'
#' Fits a simple linear model (value ~ group) and runs Shapiro-Wilk
#' on the residuals. This is the model-based approach: it tests
#' whether the ANOVA residuals are normally distributed, which is
#' the actual assumption underlying parametric group comparisons.
#'
#' @param data Data frame
#' @param measure_col Character, measurement column name
#' @param group_col Factor vector defining groups
#' @param outlier_col Character, outlier flag column name (optional)
#' @param trimmed_col Character, trimmed flag column name (optional)
#' @return List with: n, W, p_value, normal
#' @export",Check normality of residuals via Shapiro-Wilk test,"validation, computation, export, statistical"
check_homogeneity,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/assumption_checks.R,app/logic/plotting,155,NA,"#' Check homogeneity of variances via manual Levene's test
#'
#' Implements Levene's test as a one-way ANOVA on absolute deviations
#' from group medians. Works for any number of grouping levels
#' (1-way, 2-way, 3-way interactions treated as a single factor).
#'
#' @param data Data frame
#' @param measure_col Character, measurement column name
#' @param group_col Factor vector defining groups
#' @param outlier_col Character, outlier flag column name (optional)
#' @param trimmed_col Character, trimmed flag column name (optional)
#' @return List with: F_statistic, df1, df2, p_value, equal_variances
#' @export",Check homogeneity of variances via manual Levene's test,"validation, export, statistical"
recommend_transformation,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/assumption_checks.R,app/logic/plotting,226,"function(normality_df, threshold = 0.5)","#' Recommend whether data transformation is needed
#'
#' Based on the proportion of non-normal groups relative to the threshold.
#'
#' @param normality_df Data frame from check_normality()
#' @param threshold Numeric 0-1, proportion threshold for recommending
#'   transformation (default 0.5)
#' @return List with: recommend (logical), n_non_normal, n_groups, proportion,
#'   message
#' @export",Recommend whether data transformation is needed,"validation, export, transformation, formatting"
build_recommendation_banner,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/assumption_checks.R,app/logic/plotting,285,"function(recommendation, levene_result)","#' Build recommendation banner info (CSS class + text)
#'
#' Combines normality recommendation and Levene's result into a
#' unified banner with appropriate styling.
#'
#' @param recommendation List from recommend_transformation()
#' @param levene_result List from check_homogeneity()
#' @return List with: css_class, icon, normality_text, variance_text
#' @export",Build recommendation banner info (CSS class + text),"validation, export, transformation, formatting"
compute_shapiro,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/assumption_checks.R,app/logic/plotting,345,function(values),"#' Compute Shapiro-Wilk test for a vector of values
#' @param values Numeric vector (already filtered for NA/outliers/trimmed)
#' @return List with W, p_value, normal",Compute Shapiro-Wilk test for a vector of values,"computation, filtering, statistical"
compute_oneway_anova,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/assumption_checks.R,app/logic/plotting,376,"function(values, groups)","#' Manual one-way ANOVA (used internally for Levene's test)
#' @param values Numeric vector
#' @param groups Factor vector
#' @return List with F_statistic, df1, df2, p_value",Manual one-way ANOVA (used internally for Levene's test),statistical
format_p,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/assumption_checks.R,app/logic/plotting,427,function(p),"#' Format a p-value for display
#' @param p Numeric p-value
#' @return Character string
#' @export",Format a p-value for display,"export, formatting, statistical"
detect_outliers,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,26,NA,"#' Detect outliers in a measurement column, grouped by an interaction factor
#'
#' @param data Data frame
#' @param value_col Character, name of the numeric column to check
#' @param group_col Factor vector (same length as nrow(data)) defining groups
#' @param method Character, one of: ""IQR"", ""zscore"", ""modified_zscore"",
#'   ""adjusted_boxplot"", ""kde"", ""isolation_forest"", ""lof"", ""bootstrap""
#' @param factor Numeric, threshold factor (interpretation depends on method)
#' @param bootstrap_samples Integer, number of bootstrap samples
#' @return Logical vector (same length as nrow(data)), TRUE = outlier
#' @export","Detect outliers in a measurement column, grouped by an interaction factor","validation, plotting, export"
mark_trimmed,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,93,"function(values, group_col, trim_percent = 0)","#' Mark data points as trimmed based on trim percentage within groups
#'
#' For each group, marks the lowest and highest trim_percent of values.
#'
#' @param values Numeric vector of measurement values
#' @param group_col Factor vector defining groups (same length as values)
#' @param trim_percent Numeric 0-100, percentage trimmed from each end
#' @return Logical vector, TRUE = trimmed
#' @export",Mark data points as trimmed based on trim percentage within groups,export
process_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,144,NA,"#' Process data: detect outliers and mark trimmed points per measurement
#'
#' For each measurement column, adds `{col}_outlier` and `{col}_trimmed`
#' logical flag columns. Trimming is applied only to non-outlier rows.
#' Optionally runs normalization (mutually exclusive with trimming).
#'
#' @param data Data frame (typically the filtered data)
#' @param measure_cols Character vector of measurement column names
#' @param x_cols Character vector of X-axis column names (for grouping)
#' @param trim_percent Numeric 0-100
#' @param outlier_options List with: enabled (logical), method (character),
#'   factor (numeric), bootstrap_samples (integer)
#' @param normalize_options List with: enabled (logical),
#'   threshold (numeric 0-1, default 0.5)
#' @return Data frame with added flag columns (and optionally
#'   {col}_normalized columns). Attribute ""transform_info"" attached
#'   when normalization was performed.
#' @export",Process data: detect outliers and mark trimmed points per measurement,"computation, export, transformation, filtering"
detect_iqr,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,237,"function(x, fac)",NA,NA,undocumented
detect_zscore,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,251,"function(x, fac)",NA,NA,undocumented
detect_modified_zscore,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,261,"function(x, fac)",NA,NA,undocumented
detect_adjusted_boxplot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,275,"function(x, fac)",NA,NA,undocumented
detect_kde,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,305,"function(x, fac)",NA,NA,undocumented
detect_isolation_forest,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,320,"function(x, fac)",NA,NA,undocumented
detect_lof,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,343,"function(x, fac)",NA,NA,undocumented
detect_bootstrap,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/data_processing.R,app/logic/plotting,370,"function(x, fac, n_samples)",NA,NA,undocumented
normalize_columns,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/normalize.R,app/logic/plotting,34,NA,"#' Normalize selected measurement columns using bestNormalize
#'
#' Only transforms columns where the proportion of non-normal groups
#' exceeds the threshold. Adds `{col}_normalized` columns; outlier-flagged
#' rows get NA in the normalized column.
#'
#' @param data Data frame with measurement and flag columns
#' @param measure_cols Character vector of measurement column names to consider
#' @param normality_results Named list of data frames from
#'   assumption_checks$check_normality(), keyed by measure_col name
#' @param threshold Numeric 0-1, proportion of non-normal groups required
#'   to trigger transformation
#' @param outlier_col_suffix Character, suffix for outlier flag columns
#'   (default ""_outlier"")
#' @param trimmed_col_suffix Character, suffix for trimmed flag columns
#'   (default ""_trimmed"")
#' @return List with:
#'   \itemize{
#'     \item \code{$data} — data frame with added \code{{col}_normalized}
#'       columns
#'     \item \code{$transform_info} — data frame with columns:
#'       column, method, n_transformed
#'   }
#' @export",Normalize selected measurement columns using bestNormalize,"validation, export, transformation, filtering, formatting"
get_transform_label,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/normalize.R,app/logic/plotting,121,"function(transform_info, col)","#' Get a human-readable transformation label for a column
#'
#' @param transform_info Data frame from normalize_columns()$transform_info
#' @param col Character, the measurement column name
#' @return Character string, e.g. ""Yeo-Johnson"" or NULL if not transformed
#' @export",Get a human-readable transformation label for a column,"export, transformation, formatting"
needs_transformation,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/normalize.R,app/logic/plotting,139,"function(normality_df, threshold)","#' Check if a column needs transformation based on normality results
#' @param normality_df Data frame from check_normality()
#' @param threshold Numeric 0-1
#' @return Logical",Check if a column needs transformation based on normality results,"validation, transformation, formatting"
fit_best_normalize,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/normalize.R,app/logic/plotting,155,function(values),"#' Fit bestNormalize and return transformed values + method name
#'
#' Runs bestNormalize::bestNormalize() in a safe environment.
#'
#' @param values Numeric vector of clean values
#' @return List with transformed_values and method, or NULL on failure",Fit bestNormalize and return transformed values + method name,"computation, transformation, data_prep"
create_scatter_plot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,39,NA,"#' Create an interactive scatter plot for a single measurement variable
#'
#' Pure logic function — no Shiny dependencies.
#' Uses ggiraph for interactivity and legendry for nested X-axis labels.
#'
#' @param data Data frame containing the data to plot
#' @param x_cols Character vector of column name(s) for X-axis
#' @param y_col Character string of column name for Y-axis (measurement)
#' @param color_map Named character vector mapping group names to hex colors
#' @param color_cols Character vector of column name(s) for color grouping.
#'   Defaults to x_cols when NULL.
#' @param tooltip_cols Character vector of additional column names for tooltip
#' @param point_style List: size, spread (jitter width), alpha, shape_cols
#' @param processing List: trim_percent, outlier_enabled, outlier_method,
#'   outlier_factor, bootstrap_samples
#' @param grid_legend List: legend_position, h_grid, v_grid,
#'   top_right_borders, show_median, show_sd, aspect_ratio
#' @param stat_line_style List: median_thickness, median_width,
#'   sd_thickness, sd_width
#' @param axis_style List: tick_length, line_thickness
#' @return A ggplot2 object (ready for ggiraph::girafe)
#' @export",Create an interactive scatter plot for a single measurement variable,"plotting, export"
create_empty_plot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,136,"function(message = ""No data to display"")","#' Create an empty placeholder plot with a message
#'
#' @param message Character string to display
#' @return A ggplot2 object
#' @export",Create an empty placeholder plot with a message,"plotting, export, formatting"
build_tooltip_text,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,157,NA,"#' Build tooltip HTML for each data point
#'
#' @param data Data frame (must contain .is_trimmed, .is_outlier columns)
#' @param x_var Name of x variable in data
#' @param x_label Display label for x axis
#' @param y_col Name of y column
#' @param tooltip_cols Additional columns to include
#' @return Character vector of tooltip HTML strings
#' @export",Build tooltip HTML for each data point,"export, formatting"
resolve_point_style,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,205,function(ps),NA,NA,undocumented
resolve_processing,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,214,function(proc),NA,NA,undocumented
resolve_grid_legend,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,224,function(gl),NA,NA,undocumented
resolve_stat_line_style,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,236,function(sls),NA,NA,undocumented
resolve_axis_style,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,245,function(ax),NA,NA,undocumented
validate_plot_inputs,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,258,"function(data, x_cols, y_col)",#' Validate required plot inputs; returns empty plot or NULL if valid,Validate required plot inputs; returns empty plot or NULL if valid,"validation, plotting"
prepare_x_axis,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,286,"function(data, x_cols)",#' Prepare x-axis: single column or nested interaction,Prepare x-axis: single column or nested interaction,data_prep
prepare_shape,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,308,"function(data, shape_cols)",#' Prepare shape mapping,Prepare shape mapping,data_prep
apply_processing,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,339,"function(data, y_col, interaction_term, proc)",#' Apply outlier detection + trimming to data,Apply outlier detection + trimming to data,other
build_plot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,376,NA,#' Build the core ggplot with jitter layers for retained / trimmed / outlier,Build the core ggplot with jitter layers for retained / trimmed / outlier,plotting
add_stat_overlays,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,492,"function(p, data, gl, sls)",#' Add median crossbar and SD error bars on retained data,Add median crossbar and SD error bars on retained data,error_handling
apply_theme,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,526,"function(p, x_cols, gl, ax)","#' Apply theme, grid, and border settings","Apply theme, grid, and border settings",other
add_nested_axis,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/scatter.R,app/logic/plotting,583,function(p),#' Add legendry nested axis guide for multi-column x-axis,Add legendry nested axis guide for multi-column x-axis,other
validate_inputs,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/plotting/validate.R,app/logic/plotting,19,"function(columns, data)","#' Validate inputs before computation
#' @param columns Character vector of selected column names
#' @param data Data frame to validate against
#' @return List with $valid (logical) and $error (app_error or NULL)
#' @export",Validate inputs before computation,"validation, export, filtering, error_handling"
